iter	Logloss
192	0.3868940732
193	0.3866985394
194	0.386581504
195	0.386412248
196	0.386281492
197	0.3861364095
198	0.3860801653
199	0.3860223039
200	0.3858429625
201	0.3856739224
202	0.385595804
203	0.3854184636
204	0.3852779948
205	0.3851416696
206	0.3850155887
207	0.3848248208
208	0.3846690909
209	0.3845799074
210	0.3844695584
211	0.3843473578
212	0.3841591003
213	0.3840404502
214	0.38385407
215	0.3836569577
216	0.3834761981
217	0.3832938358
218	0.3831267101
219	0.3830722712
220	0.3829625068
221	0.3827224748
222	0.3825304595
223	0.3824709729
224	0.3823430879
225	0.3822611328
226	0.3821594237
227	0.3819668177
228	0.3818789753
229	0.3817483657
230	0.3816174591
231	0.3815095815
232	0.38132725
233	0.3811869895
234	0.3810382102
235	0.3809178794
236	0.3808395398
237	0.3807163727
238	0.3806024337
239	0.3804224873
240	0.3802757288
241	0.3801118222
242	0.3800170342
243	0.3799142651
244	0.3797534822
245	0.3796391327
246	0.3795312731
247	0.3793962104
248	0.3793063229
249	0.3791915984
250	0.3791178908
251	0.3790116497
252	0.378943675
253	0.3786930251
254	0.3785847937
255	0.3783619979
256	0.3782456175
257	0.3780488053
258	0.3779976527
259	0.3778470323
260	0.3776711706
261	0.3775645893
262	0.3774931237
263	0.3774553058
264	0.3772983126
265	0.3771774513
266	0.3770592746
267	0.3769823821
268	0.3768952419
269	0.376833185
270	0.3767641991
271	0.3767117224
272	0.3766101634
273	0.3764949031
274	0.3764001186
275	0.3762046279
276	0.3760902792
277	0.3759673931
278	0.3759123089
279	0.3757830157
280	0.3757132016
281	0.3756163875
282	0.3754817999
283	0.3753544757
284	0.3752287652
285	0.3750344184
286	0.3748533291
287	0.3747817429
288	0.3747081147
289	0.3745998315
290	0.3745055927
291	0.3744062269
292	0.3743304089
293	0.374277765
294	0.3741864946
295	0.3740882419
296	0.3739301786
297	0.3738358725
298	0.3736837466
299	0.3735047055
300	0.3734677193
301	0.3733426756
302	0.3732851656
303	0.3732171965
304	0.3730499221
305	0.3729080666
306	0.3727755144
307	0.3726936746
308	0.3725522976
309	0.3724427794
310	0.3723505008
311	0.3722846527
312	0.372129446
313	0.3719938362
314	0.3718879243
315	0.3717745724
316	0.3716899758
317	0.3715727873
318	0.3714705409
319	0.3712944658
320	0.3711880084
321	0.3710759727
322	0.3709970589
323	0.3709027025
324	0.3708072749
325	0.3706899189
326	0.3706012538
327	0.3705223408
328	0.3704623971
329	0.3702824463
330	0.3701515004
331	0.3700590715
332	0.3699887951
333	0.3698960331
334	0.3697900458
335	0.3697233927
336	0.3696471106
337	0.3694964635
338	0.3693743118
339	0.3692968366
340	0.3691885016
341	0.3690162553
342	0.3688983305
343	0.3688800307
344	0.3687801272
345	0.3687040682
346	0.3685527862
347	0.3684252216
348	0.3683144977
349	0.3681220703
350	0.3680205347
351	0.3678897086
352	0.3678165033
353	0.367671219
354	0.3676668115
355	0.3675429747
356	0.3674528195
357	0.3673506708
358	0.3670955862
359	0.3669673483
360	0.3668931846
361	0.3668511153
362	0.3667538318
363	0.3665294348
364	0.3664172737
365	0.3664076536
366	0.3663148853
367	0.3660806126
368	0.3659935061
369	0.3658658428
370	0.3657863301
371	0.3656824051
372	0.3656178875
373	0.3655321499
374	0.36529167
375	0.3651520489
376	0.3649786928
377	0.3648516486
378	0.3647496839
379	0.3646363147
380	0.3644822281
381	0.3643156821
382	0.364304416
383	0.364120866
384	0.364025024
385	0.3638615815
386	0.3637378282
387	0.363620582
388	0.3634797877
389	0.3633848118
390	0.3632750328
391	0.3631247878
392	0.3630142074
393	0.3629216595
394	0.362796677
395	0.362642519
396	0.3625628678
397	0.3624809683
398	0.3623004742
399	0.3621477217
400	0.3620340027
401	0.3618904365
402	0.3617968526
403	0.3616948942
404	0.3615601699
405	0.3613616899
406	0.3612241666
407	0.3611618417
408	0.3610730464
409	0.3609149285
410	0.3608453284
411	0.360679632
412	0.3605173105
413	0.3603829202
414	0.360183704
415	0.3600764384
416	0.3599817689
417	0.3598229256
418	0.3597679165
419	0.3595752207
420	0.3594802344
421	0.3593644487
422	0.3592575565
423	0.359175924
424	0.3590326846
425	0.3588855796
426	0.3587983118
427	0.3587494257
428	0.3586344369
429	0.3584787778
430	0.3583388873
431	0.3582443222
432	0.3580702773
433	0.357983137
434	0.3577901931
435	0.3576615492
436	0.3575681851
437	0.3574371625
438	0.35734412
439	0.3572243704
440	0.3571401088
441	0.3570204775
442	0.3569050529
443	0.3568112258
444	0.3566741383
445	0.3565074806
446	0.3563721656
447	0.3562276263
448	0.3560980392
449	0.3559740476
450	0.3557947773
451	0.3556729825
452	0.3555728318
453	0.3554604719
454	0.3553817757
455	0.3552888381
456	0.3552196262
457	0.3550951413
458	0.3549825704
459	0.3548559548
460	0.3547292018
461	0.354609776
462	0.3544771217
463	0.3543794364
464	0.3543324443
465	0.3542074635
466	0.3541289192
467	0.3540096857
468	0.353903985
469	0.3538180733
470	0.3536501348
471	0.3534325491
472	0.3533518795
473	0.3531970397
474	0.3531392492
475	0.3530366043
476	0.3529353753
477	0.3528345357
478	0.3527117757
479	0.3525328079
480	0.3524429237
481	0.3523298292
482	0.3522513665
483	0.3521334834
484	0.3520596131
485	0.3519566059
486	0.3518855911
487	0.3518397471
488	0.3517665849
489	0.3516787959
490	0.3515961254
491	0.3514912772
492	0.3514040214
493	0.351244824
494	0.3511621176
495	0.3510479419
496	0.3509209798
497	0.3508475331
498	0.350766128
499	0.3506910915
500	0.3505728506
501	0.3504897187
502	0.3504310815
503	0.3503282419
504	0.3501912753
505	0.3500715065
506	0.3499823951
507	0.349953424
508	0.3497983874
509	0.3496936948
510	0.3495827597
511	0.3495275236
512	0.3494295438
513	0.3493359618
514	0.3492306792
515	0.3491840375
516	0.3490721878
517	0.3489624403
518	0.3488205963
519	0.3487244267
520	0.3486254442
521	0.3485634835
522	0.3484684792
523	0.348378572
524	0.3482967868
525	0.3482248829
526	0.348137309
527	0.347961954
528	0.3478502087
529	0.3477997555
530	0.3475900431
531	0.3474966658
532	0.3473445956
533	0.3472441502
534	0.3471127215
535	0.3470215962
536	0.3469124279
537	0.3468731136
538	0.3467980384
539	0.3467312658
540	0.3466536615
541	0.3466104591
542	0.3465431841
543	0.346479752
544	0.3464034844
545	0.3462607607
546	0.3461356971
547	0.3460550572
548	0.3459355871
549	0.3458302677
550	0.3457298231
551	0.345645099
552	0.3456035163
553	0.3455640121
554	0.3454996472
555	0.3454031733
556	0.3453684891
557	0.3453018284
558	0.3451943028
559	0.3450106247
560	0.3449151869
561	0.3448448602
562	0.3447893543
563	0.3446774896
564	0.3446389159
565	0.3445384661
566	0.3443281645
567	0.3442861147
568	0.3442130042
569	0.344121559
570	0.3440042559
571	0.3439269531
572	0.3437791785
573	0.3436665014
574	0.3436003029
575	0.3435279482
576	0.3433394373
577	0.343281341
578	0.343178737
579	0.3430749321
580	0.3429709745
581	0.342915462
582	0.3428643418
583	0.3428083735
584	0.342689105
585	0.3425781974
586	0.3424567306
587	0.3423538148
588	0.3422188341
589	0.3421021542
590	0.342041279
591	0.3419808799
592	0.3419262021
593	0.3418801813
594	0.3418272926
595	0.341716888
596	0.3416103541
597	0.3415560324
598	0.3414470595
599	0.3413472298
600	0.3412949965
601	0.3412055181
602	0.341125443
603	0.3410359843
604	0.3409521343
605	0.3409019841
606	0.3407290261
607	0.3406354962
608	0.3404737973
609	0.3404256483
610	0.3403864553
611	0.3402898262
612	0.3402548346
613	0.3401204635
614	0.3400935735
615	0.3400252863
616	0.3399342475
617	0.3398827483
618	0.3398220364
619	0.3397499543
620	0.3395764487
621	0.3394953895
622	0.3393727225
623	0.3393382743
624	0.3392093935
625	0.3391856662
626	0.3390913912
627	0.3390429395
628	0.3389093126
629	0.3387787711
630	0.3387228516
631	0.3386332164
632	0.3385081862
633	0.3384336994
634	0.3383892537
635	0.338309487
636	0.3382130027
637	0.3381356835
638	0.3380456783
639	0.3380061373
640	0.3378883493
641	0.3377627724
642	0.3377187106
643	0.3375685586
644	0.3374232926
645	0.337334089
646	0.3372356388
647	0.3371358084
648	0.3370368678
649	0.3368730049
650	0.3367216499
651	0.3366435916
652	0.3364871291
653	0.336351758
654	0.3362877529
655	0.3362327907
656	0.3361776684
657	0.3360744324
658	0.3359676638
659	0.3358612775
660	0.3358236992
661	0.3357802263
662	0.3356829401
663	0.3356126574
664	0.3355578436
665	0.3354395039
666	0.3353005458
667	0.3352250113
668	0.3351801823
669	0.335053443
670	0.334892358
671	0.3348207334
672	0.3347158414
673	0.3346612622
674	0.3345680587
675	0.3344495553
676	0.3343770684
677	0.3343027006
678	0.3342064589
679	0.3340966541
680	0.3338845187
681	0.3338439003
682	0.333786117
683	0.3337302624
684	0.3336910326
685	0.333567166
686	0.3334312502
687	0.333386617
688	0.3333172902
689	0.3332745857
690	0.3332274818
691	0.3331608169
692	0.3330791145
693	0.3329086613
694	0.3328363269
695	0.3327656174
696	0.332627109
697	0.3325249189
698	0.3324106518
699	0.3323127925
700	0.3322367909
701	0.332141026
702	0.3320906512
703	0.3320520313
704	0.3320161963
705	0.3319490365
706	0.3318650986
707	0.3317849384
708	0.331740265
709	0.3316980256
710	0.3316239633
711	0.3315717851
712	0.3314807921
713	0.3313932993
714	0.3313484382
715	0.331284949
716	0.3311190155
717	0.3310004368
718	0.3309338164
719	0.3308528852
720	0.3307649658
721	0.3306812253
722	0.33052672
723	0.330414527
724	0.3303170458
725	0.3302369661
726	0.3301730828
727	0.3300150198
728	0.3299357804
729	0.3298928094
730	0.329797426
731	0.3297213372
732	0.3296236306
733	0.3294729375
734	0.3294389553
735	0.3293787474
736	0.3292839981
737	0.3292179892
738	0.3291107818
739	0.3290484817
740	0.3290121006
741	0.3289764127
742	0.3288945547
743	0.3288011615
744	0.3287676797
745	0.3286220412
746	0.3285165827
747	0.3284304845
748	0.3283202414
749	0.3282263445
750	0.3281604011
751	0.3280691369
752	0.3279522
753	0.3278098845
754	0.3277039987
755	0.3276200859
756	0.3275506247
757	0.3274669125
758	0.3273927897
759	0.3272883288
760	0.3271998789
761	0.3271675925
762	0.3271195042
763	0.3270586322
764	0.3270077531
765	0.326893617
766	0.3268344021
767	0.3267761532
768	0.3266399312
769	0.3264699767
770	0.3263085186
771	0.3262221799
772	0.3261665663
773	0.3260376764
774	0.3259568244
775	0.3258668424
776	0.3257779203
777	0.3257470614
778	0.3256978797
779	0.3256204915
780	0.3255501701
781	0.3254636119
782	0.3253868354
783	0.3252945674
784	0.3252701856
785	0.3251846998
786	0.3251284391
787	0.3250243178
788	0.324903272
789	0.3247827169
790	0.3247067148
791	0.324654015
792	0.3245469689
793	0.3244859052
794	0.3244373372
795	0.3243523115
796	0.3242526308
797	0.3241546786
798	0.3240503171
799	0.3240038354
800	0.323868451
801	0.3237770275
802	0.3237056048
803	0.3235520839
804	0.3234840415
805	0.3233554028
806	0.3232960965
807	0.323166535
808	0.3229987605
809	0.322885534
810	0.3228305995
811	0.3226683633
812	0.3225720721
813	0.3225251321
814	0.3224950763
815	0.3224183007
816	0.3223778869
817	0.3223298404
818	0.322227161
819	0.3221549213
820	0.3220288732
821	0.3219084771
822	0.321809887
823	0.321713189
824	0.321639001
825	0.3215503481
826	0.3214589076
827	0.3212877192
828	0.3211597488
829	0.3210817321
830	0.321004882
831	0.3209598218
832	0.3208314405
833	0.3206746014
834	0.3205876411
835	0.3204373483
836	0.3203240111
837	0.3202712772
838	0.3202150993
839	0.3200606903
840	0.3199963275
841	0.3198873117
842	0.3197387245
843	0.3196678554
844	0.3195831375
845	0.3195128827
846	0.3194243156
847	0.3193936962
848	0.319312364
849	0.3192202932
850	0.3191926158
851	0.3191491427
852	0.3190162286
853	0.3189046695
854	0.3188253327
855	0.3186838624
856	0.3186161758
857	0.3185848685
858	0.3184913239
859	0.3184262567
860	0.3183533667
861	0.3182934834
862	0.3182657427
863	0.3182038243
864	0.3180858103
865	0.3180121153
866	0.317966289
867	0.3179100275
868	0.3178254726
869	0.3177458452
870	0.317600174
871	0.3175185096
872	0.3174049375
873	0.3173415207
874	0.3172621267
875	0.3171909809
876	0.3171610239
877	0.3170281001
878	0.3169665089
879	0.31693493
880	0.3168301825
881	0.3168032716
882	0.3167599616
883	0.3167223668
884	0.316654105
885	0.3165971471
886	0.3165181673
887	0.3164771053
888	0.3164364725
889	0.3163755281
890	0.3163321501
891	0.3162413774
892	0.3161789274
893	0.3161341216
894	0.316058682
895	0.3159992382
896	0.3158820644
897	0.3158371987
898	0.3157484661
899	0.315673901
900	0.3155436758
901	0.3155050101
902	0.3153281167
903	0.315256203
904	0.3152032184
905	0.3150847624
906	0.3150234303
907	0.3149127235
908	0.3147746609
909	0.3147467815
910	0.3146437677
911	0.3144881484
912	0.3144376018
913	0.3143614625
914	0.3142629039
915	0.31417598
916	0.3140760302
917	0.3140155001
918	0.3139314748
919	0.3138365832
920	0.3137395094
921	0.3136436624
922	0.3135792992
923	0.313550562
924	0.3135319119
925	0.3134538663
926	0.3134172257
927	0.3132819343
928	0.3132321313
929	0.3130641291
930	0.3130138258
931	0.3129321743
932	0.3128219413
933	0.3127589642
934	0.3127223605
935	0.3126338829
936	0.3125285638
937	0.3124672282
938	0.3123818676
939	0.3123530321
940	0.3122000629
941	0.3121219014
942	0.3120491496
943	0.3119861611
944	0.3118610615
945	0.3117720524
946	0.3117046875
947	0.3116458662
948	0.3116003643
949	0.3114734284
950	0.3113269977
951	0.3112490139
952	0.3111932673
953	0.3111114219
954	0.3110574788
955	0.3109539674
956	0.310848867
957	0.3107707827
958	0.3107064171
959	0.3106203727
960	0.3105015264
961	0.3104365437
962	0.3103809698
963	0.3103323239
964	0.3102427484
965	0.3101951694
966	0.3101479322
967	0.3101013542
968	0.3100801381
969	0.3099268548
970	0.3098332918
971	0.3097704501
972	0.3096886034
973	0.3096326763
974	0.3096002567
975	0.3095104161
976	0.3094246433
977	0.3093468314
978	0.3093158231
979	0.3092664415
980	0.3091879185
981	0.3091215566
982	0.3090733423
983	0.3089510922
984	0.308877764
985	0.3088053538
986	0.3087655641
987	0.3086778266
988	0.3086197065
989	0.3085386718
990	0.3084754425
991	0.3084266446
992	0.308377861
993	0.3083009454
994	0.3081696924
995	0.3080940929
996	0.3080307599
997	0.3079470522
998	0.3079148864
999	0.3078115128
